,Unnamed: 0,tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls,sentiment,pca_x,pca_y,tsna_x,tsne_y
10,10,1762497402366222539,Find your spot in the sunshine. ☀️ #Yale https://t.co/VoqKfAUmnV,en,Tweet,1,46,4,2,10301,2024-02-27 10:18:20,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,,photo,"https://pbs.twimg.com/media/GHWl-PVXQAAoSMk.jpg,https://pbs.twimg.com/media/GHWl_c_W4AASOEr.jpg,https://pbs.twimg.com/media/GHWmArJWMAAj_EV.jpg,https://pbs.twimg.com/media/GHWmB5ZW8AIlhK0.jpg",85.0,-0.20062408976752544,0.18357120722201284,-37.35327,-19.039745
11,11,1762482240590631152,Yale College Dean and literary scholar Pericles Lewis is helping edit the latest edition of the Norton Anthology of World Literature — an acclaimed series with deep Yale ties. https://t.co/StFo5FwiDK #Yale https://t.co/5efR9lvKb6,en,Tweet,0,22,2,1,4063,2024-02-27 09:18:06,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,http://bit.ly/3wxeGzJ,photo,https://pbs.twimg.com/media/GHWYPZUW4AArnCz.jpg,80.0,-0.16114277207055394,-0.10983768244762958,-17.309261,-4.727655
12,12,1762173258118398155,"A few of our favorite snapshots from Lunarfest 2024, the biggest Lunar New Year celebration in Connecticut, right in the heart of the Elm City! #Yale #NewHaven #LunarNewYear #YearOfTheDragon https://t.co/qHbwI3S26R",en,Tweet,1,65,7,6,7406,2024-02-26 12:50:18,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#Yale,#NewHaven,#LunarNewYear,#YearOfTheDragon",,photo,"https://pbs.twimg.com/media/GHR_KjsWIAAGXkN.jpg,https://pbs.twimg.com/media/GHR_LxGXYAA5YNK.jpg,https://pbs.twimg.com/media/GHR_M_SWEAAoarL.jpg,https://pbs.twimg.com/media/GHR_ONgWkAAAZiU.jpg",85.0,-0.2657121204504483,0.23237569954565776,-48.475506,-18.993692
13,13,1762160654901817529,"Recent Yale research offers fresh insights into the quirky properties of metallic glasses, which are as strong as metal but as pliable as plastic. The study could yield new methods for producing these versatile materials. https://t.co/T54AsgRcvK @YaleEngineering #Yale https://t.co/3XnfR4rYnZ",en,Tweet,0,11,3,3,3517,2024-02-26 12:00:14,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,http://bit.ly/3OWm4uB,photo,https://pbs.twimg.com/media/GHRzwnDW8AAmSDq.jpg,85.0,0.12495662555044923,0.04405535674030889,27.412031,-26.65011
14,14,1762093153052447120,"Across the country, members of the Yale Law School community are fighting to protect the environment through litigation and legislation — and training a new generation of scholars and advocates. @YaleLawSch #Yale https://t.co/rZDTkpjTGi",en,Tweet,3,35,2,7,5809,2024-02-26 07:32:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://law.yale.edu/yls-today/news/climate-trial,,,85.0,-0.12219409037667125,-0.14143669111368914,-6.256728,5.685015
15,15,1761816832967602234,"The Yale Planetary Solutions initiative is uniting leaders and experts across campus and across disciplines. In a Q&amp;A, initiative head Julie Zimmerman describes how the Yale community can get involved. #Yale 
https://t.co/QcHP5uMnkN",en,Tweet,0,19,4,3,5429,2024-02-25 13:14:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2024/02/13/whats-your-planetary-solution-yale-puts-out-call-world-changing-ideas,,,80.0,-0.0710008505226915,-0.12250315931274239,0.93743473,15.134125
16,16,1761798221192376676,"Q&amp;A: Yale cultural theorist Kalindi Vora discusses her work exploring personal and societal narratives surrounding chronic illness and ways to break down barriers between the public and the academy. #Yale 
https://t.co/0tJAiLTrKm",en,Tweet,2,28,4,5,5637,2024-02-25 12:00:03,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2024/02/01/communal-knowledge-experiential-understanding-chronic-illness,,,75.0,0.09880846680718507,-0.18525303827415038,23.273937,-6.687657
17,17,1761482881971409081,The liberal arts are thriving at Yale — offering a powerful point of connection for the university and the New Haven high school students participating in Yale’s Citizens Thinkers Writers program. #Yale https://t.co/WAtVfFbkna,en,Tweet,4,39,7,5,7250,2024-02-24 15:07:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2024/02/07/understanding-civics-classroom-city,,,85.0,-0.18910720089980543,-0.06546242224886177,-16.69382,2.3058946
18,18,1761473575221891568,"Pediatrician Angela Montgomery gives an overview of @YaleMed's program for the specialty care of pre-term and other infants who might be especially vulnerable after hospital discharge. #Yale 
https://t.co/ZgX6G2d0Nj",en,Tweet,0,22,3,2,6016,2024-02-24 14:30:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2024/02/09/five-things-know-about-yales-nicu-grad-program,,,75.0,0.20961257257258703,0.06889890511853848,35.609356,-0.4741445
19,19,1761032163166736437,"Pit vipers track prey by detecting impossibly minute temperature changes. In a new study, two Yale physicists explore the science behind this incredible sensory feat. 🐍 #Yale  
https://t.co/BVZYkU2y2f",en,Tweet,0,32,4,7,5068,2024-02-23 09:16:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2024/02/02/high-precision-thermometry-straight-snake-pit,,,85.0,0.20705046650597803,0.11012987657460636,28.866535,-17.68365
20,20,1761015301590712482,"Patients with Down syndrome are not more likely than others to need follow-up surgery after a knee or hip replacement — but they are at higher risk for other post-op complications, a new Yale study found. @YaleMed #Yale https://t.co/IFMInshbVQ",en,Tweet,0,24,3,3,4255,2024-02-23 08:09:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://medicine.yale.edu/news-article/down-syndrome-and-joint-replacement-greater-risk-for-post-surgical-complications/,,,60.0,0.29954233138180075,0.13854166093172707,39.61822,5.981205
21,21,1760750305241604365,"AI programs  don’t themselves have First Amendment rights, so who’s ultimately responsible for the text they create? Yale constitutional law scholar Jack M. Balkin offers an overview of this emerging legal quandary. @YaleLawSch #Yale 
https://t.co/gsh8BNSK71",en,Tweet,1,22,4,6,5331,2024-02-22 14:36:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://law.yale.edu/yls-today/news/ai-and-first-amendment-qa-jack-balkin,,,60.0,-0.004114246291450076,-0.26501043094099874,4.039564,-1.9390795
22,22,1760685930531438704,This week Yale’s office of undergraduate admissions announced a new policy on standardized testing for first-year and transfer applicants. @YaleUGA #Yale https://t.co/uSpv6i4kgt,en,Tweet,3,54,13,7,9356,2024-02-22 10:20:12,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2024/02/22/yale-announces-new-test-flexible-admissions-policy,,,50.0,-0.064924736151393,0.048950108863135555,-35.97832,-9.271336
23,23,1760669021265895579,"Yale’s first course fully focused on marine conservation is in development at the Yale School of the Environment. Meet Alex Muñoz, the human rights lawyer and longtime ocean advocate designing it. @YaleEnvironment #Yale 
https://t.co/rZm1viO5zW",en,Tweet,0,22,5,2,4165,2024-02-22 09:13:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://environment.yale.edu/news/article/synergistic-approach-ocean-conservation,,,85.0,-0.060470158341932034,-0.1831644029522432,-2.5555468,13.170083
24,24,1760415852606709936,"“If your doctor [recommends] a statin, it’s important to understand why,” says cardiologist Erica Spatz. She and other @YaleMedicine experts discuss this common treatment for high cholesterol and which patients stand to benefit the most. #Yale https://t.co/lnlZX56NS1",en,Tweet,3,26,7,1,5611,2024-02-21 16:27:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://www.yalemedicine.org/news/should-you-take-a-statin-for-high-cholesterol,,,70.0,0.2992202869616518,0.06895248248325898,61.934883,1.9737598
25,25,1760370051222262180,The Yale Peabody Museum holds the world’s only known specimen of Ptilinopus arcanus. A new DNA analysis by Yale biologists sheds light on this enigmatic bird’s bird’s evolutionary history. @yalepeabody #Yale https://t.co/Bl0ufWyKoV,en,Tweet,0,28,5,1,4845,2024-02-21 13:25:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2024/02/06/filipino-fruit-dove-long-part-peabody-collection-reveals-its-secrets,,,75.0,0.09100135055658248,0.0829416445947357,23.947033,11.83835
26,26,1760051205529555235,Materials with extremely small pores are useful as filters in water desalination and other applications. A new Yale study suggests a way to make nanoporous membranes even more effective: reconsider pore placement. @YaleEngineering #Yale https://t.co/5tqmVOna2b,en,Tweet,0,23,10,6,6568,2024-02-20 16:18:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#Yale,https://seas.yale.edu/news-events/news/very-small-pores-make-big-difference-filtering-technology,,,80.0,0.17754923503651457,0.03349293884738061,33.610226,-25.052504
27,27,1759939714281242961,"Q&amp;A: Ania Jastreboff, director of the Yale Obesity Research Center, argues that obesity should be treated as “a disease, not a behavioral choice,” and discusses the benefits of emerging medications. @YaleMed #Yale https://t.co/9qRGZyym64",en,Tweet,2,34,9,4,5545,2024-02-20 08:55:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://medicine.yale.edu/news-article/obesity-is-not-a-choice-ania-jastreboff/,,,70.0,0.3290054008288062,-0.08090007947291372,33.517323,-10.070652
28,28,1759627673809101153,"Over 14 million Americans with chronic respiratory conditions must travel more than an hour to receive care, a #Yale study found. “Access to programs within a reasonable amount of travel time is key,” said @YaleMed pulmonologist and lead author Peter Kahn. https://t.co/6rJIhY7P7E",en,Tweet,1,22,5,5,5541,2024-02-19 12:15:04,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2024/02/05/pulmonary-rehabilitation-difficult-millions-americans-access,,,55.0,0.2841130010316863,0.07019290555366071,34.44468,21.945225
29,29,1759562227625943246,"VIDEO: What does it take to build a zero-emissions hotel?

Watch the clip the story below to learn more about the transformation of New Haven’s historic Pirelli Building into a boutique hotel. @YaleSOM #Yale #NewHaven https://t.co/6E4eoyaz0g",en,Tweet,3,54,7,6,9499,2024-02-19 07:55:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#Yale,#NewHaven",https://insights.som.yale.edu/insights/what-does-it-take-to-build-zero-emission-hotel,,,75.0,-0.07814686397880567,-0.006041061915268287,-7.7015085,13.766161
30,30,1758970347288707228,"Engage in Black History Month with Belonging at Yale. From films and books to events and more, explore opportunities that celebrate our colleagues and classmates and raise awareness around Black history. https://t.co/xwYkHaZOiS #YaleAlumni #BlackHistoryMonth #Yale https://t.co/9f4aTtSmVn",en,Retweet,1,10,4,1,4922,2024-02-17 16:43:05,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#YaleAlumni,#BlackHistoryMonth,#Yale",https://bit.ly/3vSyRaQ,photo,https://pbs.twimg.com/media/GGkeMUKWcAA6WQ9.jpg,85.0,-0.200045494296051,-0.007225105516868962,-22.446056,-1.1110485
31,31,1759261243884388376,"Thanks to a fruitful partnership with local amateur investigators, Yale archaeologist Veronica Waweru discovered a series of ancient Mancala game boards carved into rock in central Kenya. #Yale https://t.co/kFBLQN9qnb",en,Tweet,3,44,6,4,6996,2024-02-18 11:59:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2024/02/01/local-tip-helps-reveal-ancient-arcade-kenyas-highlands,,,85.0,0.026738052482338587,-0.0063909444577799355,-5.4718933,-29.336817
32,32,1758951452704231677,"In a new analysis of data from nearly 50,000 patients, Yale researchers found that those prescribed opioids for treatment of moderate-to-severe pain were significantly more likely to develop cardiovascular disease. @YaleMed #Yale https://t.co/qZ3f4EUE2s",en,Tweet,2,42,6,7,8222,2024-02-17 15:28:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://medicine.yale.edu/news-article/hidden-dangers-of-opioid-epidemic-study-links-prescribed-opioids-to-cardiovascular-disease/,,,30.0,0.39047575626505343,0.13159086698822467,58.531395,5.8918986
33,33,1758165021173875146,"For patients with certain genetic conditions or those undergoing chemotherapy, treatment with a molecule known as A485 can provide a much-needed burst of immune activity, a new Yale study suggests. @YaleMed #Yale https://t.co/nkvXBVs6uo",en,Tweet,3,41,8,8,7045,2024-02-15 11:23:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2024/01/31/molecule-can-quickly-and-briefly-boost-white-blood-cell-counts,,,80.0,0.3839601623322786,0.24925260708070693,49.803864,-3.6453846
34,34,1757891943974010891,You can always count on a campus snowball battle after the storm. ❄️⛄❄️ #Yale https://t.co/PLtYn6VE8u,en,Tweet,2,87,15,11,8336,2024-02-14 17:17:54,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,,video,https://video.twimg.com/amplify_video/1757891879452987392/vid/avc1/720x1280/ixFORnzBKa_cZpPM.mp4?tag=16,85.0,-0.236370750020635,0.226739766735113,-46.127285,-23.76045
35,35,1757838369613083096,"In 2021, El Salvador became the first country to adopt Bitcoin as an official currency, even offering incentives for people to start spending it. But a new @YaleSOM study found that a lack of trust prevented the cryptocurrency from taking off. #Yale https://t.co/yX9bvQVTe9",en,Tweet,1,26,4,1,6396,2024-02-14 13:45:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://insights.som.yale.edu/insights/el-salvador-adopted-bitcoin-as-an-official-currency-salvadorans-mostly-shrugged,,,45.0,0.1259937312994015,-0.09804175299619755,1.1659573,43.11102
36,36,1757459102425399504,"Picture perfect. ❄️❄️❄️ 

Some stunning snapshots captured by Daniel Havlat ’25 showing our campus wonderfully wrapped in white. #Yale https://t.co/AGuwNZC2BL",en,Tweet,12,209,23,5,14955,2024-02-13 12:37:56,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,,photo,"https://pbs.twimg.com/media/GGO_qkfXEAAKZ0T.jpg,https://pbs.twimg.com/media/GGO_rytW8AAwCLJ.jpg,https://pbs.twimg.com/media/GGO_tA3XoAEuQOW.jpg,https://pbs.twimg.com/media/GGO_uPDXcAA1OD5.jpg",95.0,-0.3224776014956963,0.2700371199881975,-42.501408,-24.365942
37,37,1757448415271629049,"Sure is beautiful, isn’t it? ❄️ #Yale https://t.co/6O2oFet6OR",en,Tweet,8,444,69,13,25292,2024-02-13 11:55:28,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,,video,https://video.twimg.com/amplify_video/1757448350780051456/vid/avc1/720x1280/UenKP9DjkeBDJjWL.mp4?tag=16,85.0,-0.22189376452388457,0.24629828506187057,-43.60335,-25.57796
38,38,1757425655409508499,Serene scenes as the snowflakes fall across campus. ❄️ #Yale #NewHaven https://t.co/bmxKcegc3Z,en,Tweet,9,243,34,7,24406,2024-02-13 10:25:02,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#Yale,#NewHaven",,photo,"https://pbs.twimg.com/media/GGOhPtoXcAAImzE.jpg,https://pbs.twimg.com/media/GGOhQ7QWEAARQ_b.jpg,https://pbs.twimg.com/media/GGOhSJaXIAEJNz-.jpg,https://pbs.twimg.com/media/GGOhTXmXkAA-kFX.jpg",85.0,-0.2861457104914084,0.2715516376006187,-44.45362,-23.165928
39,39,1757408038510547419,"Suboptimal sleep duration is significantly correlated with “silent” brain injuries that foreshadow stroke and dementia, @YaleMed researchers found in one of the largest neuroimaging studies of its kind. #Yale https://t.co/v6XwEPnx3v",en,Tweet,2,53,18,1,7082,2024-02-13 09:15:02,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://medicine.yale.edu/news-article/poor-sleep-may-increase-markers-of-poor-brain-health-new-study-finds/,,,45.0,0.3484861230594303,0.14110838407647552,54.76485,-16.29849
40,40,1757087287970529670,"Calm before the storm?

With some snow in the forecast, we're enjoying this quiet weather while we can. ☀️❄️ #Yale #NewHaven https://t.co/7LOTRlfEQ7",en,Tweet,1,107,12,9,11877,2024-02-12 12:00:29,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#Yale,#NewHaven",,photo,"https://pbs.twimg.com/media/GGJtgGDXcAAY8HP.jpg,https://pbs.twimg.com/media/GGJthUMXEAARmq6.jpg,https://pbs.twimg.com/media/GGJtihvWgAAU6FY.jpg,https://pbs.twimg.com/media/GGJtjv2XgAAKt0U.jpg",75.0,-0.14925063849716486,0.2689769965158905,-45.531284,-22.004292
41,41,1757025008902082576,"Overtreatment of cancers that would likely remain asymptomatic is a growing concern. Using data from two new studies, @YaleMed researchers have developed a diagnostic tool to better determine when prostate cancer treatment is warranted. @YaleIMed #Yale https://t.co/sh32SvulRL",en,Tweet,2,28,4,4,5681,2024-02-12 07:53:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://medicine.yale.edu/internal-medicine/news-article/prostate-cancer-treatment-new-tool,,,70.0,0.44232262451092946,0.1484805638599225,44.86048,-1.2663624
42,42,1756413815724347570,"The Darshan Trio, which had two performances in The Dome at the Yale Schwarzman Center last weekend, is just one of the many talented artists in the center's spring lineup. Check out the full schedule: https://t.co/5aET7ZxXj5 #Yale #YSCseason2

📷: Lotta Studio/@YaleSchwarzman https://t.co/ooW6gxEf83",en,Tweet,0,29,2,4,6569,2024-02-10 15:24:20,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#Yale,#YSCseason2",http://bit.ly/48KUbh5,photo,"https://pbs.twimg.com/media/GGAI-5AXgAA-FWv.jpg,https://pbs.twimg.com/media/GGAJAGaWMAANDWB.jpg,https://pbs.twimg.com/media/GGAJBUnXMAAxzQ8.jpg,https://pbs.twimg.com/media/GGAJCizWIAALMpY.jpg",75.0,-0.2694225979244633,0.10747760183182467,-32.355957,26.56589
43,43,1755941367916708124,"Yale Law’s Sven Riethmueller discusses the “pervasive” corporate practice of granting discounted stock options ahead of initial public offerings, its impact on investors — and how regulators should respond. @YaleLawSch #Yale 
https://t.co/hjSWNxgcwh",en,Tweet,2,27,9,6,5955,2024-02-09 08:07:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://law.yale.edu/yls-today/news/professor-sven-riethmueller-pre-ipo-stock-option-discounting,,,60.0,0.09165439198790261,-0.29705034397181396,11.520802,26.911213
44,44,1755242730396045721,"Banners are up on Alexander Walk to mark the yearlong celebration of @yalelawsch  bicentennial. Happy 200th, YLS! https://t.co/WOtgLP2sZT",en,Retweet,3,40,9,6,6542,2024-02-07 09:50:52,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,photo,https://pbs.twimg.com/media/GFvf9bsWUAAyQgb.jpg,90.0,-0.3360440345768466,0.08059548668576935,-9.930924,-2.6289246
45,45,1755723447156486250,Bulldogs out enjoying every moment of this mood-boosting sunshine. ☀️ #Yale #NewHaven https://t.co/CqhHUFAOZ4,en,Tweet,1,113,12,5,11186,2024-02-08 17:41:04,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#Yale,#NewHaven",,photo,"https://pbs.twimg.com/media/GF2VHY3WUAAJJga.jpg,https://pbs.twimg.com/media/GF2VImRWYAA6-tB.jpg,https://pbs.twimg.com/media/GF2VJ0cXAAEGQiI.jpg",85.0,-0.2120463160059916,0.27754127074345447,-38.980698,-18.128307
46,46,1755633899453989080,"Extraction of petroleum from Canada’s Athabasca oil sands generates as much as 64 times more air pollution than had been estimated, a Yale co-led study found. That's roughly the sum of all other human-made emissions in Canada combined: https://t.co/O6ZrhKMP5a @YaleSEAS #Yale https://t.co/9tXaeSdXz1",en,Tweet,1,30,6,1,4877,2024-02-08 11:45:14,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,http://bit.ly/3HCjgPx,photo,https://pbs.twimg.com/media/GF1DtedXkAAn0NO.jpg,20.0,0.10117052170808721,-0.017749891396761003,29.913374,24.178835
47,47,1755295366457508339,A @YaleSOM professor and colleagues learned the hard way that ChatGPT can work wonders — but also that humans still have plenty to offer. #Yale https://t.co/TTyUHC8FUy,en,Tweet,3,23,5,3,5034,2024-02-07 13:20:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://insights.som.yale.edu/insights/can-chatgpt-accelerate-social-science-research,,,70.0,0.1123932956334298,-0.18063546612295397,11.481319,2.154889
48,48,1754881677430521975,"After a succession of gray days last week, we're glad to see the sky once again turn our favorite color. https://t.co/NOipsIaT7Y",en,Retweet,0,24,5,1,4581,2024-02-06 09:56:10,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,photo,https://pbs.twimg.com/media/GFqXlaOXAAA9PrB.jpg,85.0,-0.10034073155919486,0.2064848505061231,-41.89921,-20.906628
49,49,1754963698844647613,"What do Yalies in New Zealand, California, Texas, Colorado, England, and Rhode Island have in common? They're all celebrating FEB CLUB of course!! 🙌 🎉 Find your nearest Feb Club gathering now: https://t.co/lqauzC58dZ #YaleAlumni #Yale https://t.co/TUgZIJw07h",en,Retweet,1,11,3,1,3469,2024-02-06 15:22:06,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#YaleAlumni,#Yale",https://bit.ly/3YjE2K5,photo,https://pbs.twimg.com/media/GFriKrjWYAA5GQd.jpg,85.0,-0.23945615681449864,0.1311066329105094,-46.695335,-7.600919
